;UUID;Title Geocat;All Keywords Geocat;Keyword BGDI;Bundesamt Geocat;Organisation Geocat;Published Geocat;TECHPUBLAYER;GDSKEY;REMARKS;HASWMTSSERVICE;HASWMSSERVICE;HASFREEWMSSERVICE;HASRAWPACKAGESERVICE;ISPUBLISHEDINAPI;ISPUBLISHEDINONLINEVIEWER
451;8a0cf1c7-b42e-44c9-957a-f944d7e951c8;Messwerte Neuschneehöhe, Tagessumme;Meteorologie, Klimatologie, Lawine, Schnee, Schnee, Niederschlag, Niederschlag, Wetter, Meteorologischer Parameter, Wetterbeobachtung, Klima, Luft, Atmosphäre, Meteorologisch-geografische Kennwerte, Atmosphärische Bedingungen;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.messwerte-neuschnee-1d;METEO_MESSWERTE;;False;False;True;False;True;True
452;40f040da-c19b-4dc4-b798-f672de872f7a;Messwerte Lufttemperatur 2 m, Minimum des aktuellen Tages;Temperatur, Temperatur, Wetter, Wetterbeobachtung, Lufttemperatur, Lufttemperatur, Klimatologie, Meteorologie, Meteorologischer Parameter, Klima, Luft, Atmosphäre, Atmosphärische Bedingungen, Meteorologisch-geografische Kennwerte;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.messwerte-lufttemperatur-24h-min-1h;METEO_MESSWERTE;;False;False;True;False;True;True
453;59e85269-6b7d-47ad-96f6-e19149df10f8;Messwerte Lufttemperatur 2 m, Maximum des aktuellen Tages;Wetter, Wetterbeobachtung, Meteorologie, Meteorologischer Parameter, Temperatur, Temperatur, Lufttemperatur, Lufttemperatur, Klimatologie, Klima, Luft, Atmosphäre, Meteorologisch-geografische Kennwerte, Atmosphärische Bedingungen;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.messwerte-lufttemperatur-24h-max-1h;METEO_MESSWERTE;;False;False;True;False;True;True
454;d460972c-273f-4404-8221-1ccb6ac351ce;Messwerte Schneehöhe, gemessen um 7:00;Wetterbeobachtung, Wetterbeobachtung, Meteorologie, Klimatologie, Meteorologischer Parameter, Niederschlag, Wetter, Wetter, Schnee, Schnee, Lawine, Klima, Meteorologisch-geografische Kennwerte, Atmosphärische Bedingungen;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.messwerte-gesamtschnee-1d;METEO_MESSWERTE;;False;False;True;False;True;True
455;f2c74c64-5bb3-48b3-8836-eab4a2dae47c;Messwerte Globalstrahlung, Tagesmittel;Solarstrahlung, Strahlenüberwachung, Klima, Meteorologischer Parameter, Sonnenscheindauer, Wetter, Wetterbeobachtung, Klimatologie, Meteorologie, Strahlung, Strahlung, Strahlungen, Meteorologisch-geografische Kennwerte, Atmosphärische Bedingungen;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.messwerte-globalstrahlung-1d;METEO_MESSWERTE;;False;False;True;False;True;True
456;cf90489e-7a02-4490-a6ca-1b3d25d28e06;Klimanormwerte;Atmosphärische Bedingungen, Meteorologisch-geografische Kennwerte, Klimatologie, Meteorologie, Klima, Temperatur, Niederschlag, Klimaänderung, opendata.swiss;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.normwerttabellen;METEO_NORMWERTTABELLEN;download-only layer;False;False;False;True;False;False
457;7cc94b45-7104-4187-92ea-d1f9a1f838ba;Mil Airspace Chart 1:500'000;Flugsicherung, Aufbewahrungs- und Archivierungsplanung AAP - Bund;no;Verteidigung;Militärkartografie / Bundesamt für Landestopografie swisstopo;yes;ch.vbs.milairspacechart;MILAIRSPACECHART;;True;False;True;False;True;True
458;4aeffa2c-5b31-41fa-bdc8-17f6faf09848;SWISS MIL PILOTS CHART 1:500'000;Armee, Luftfahrt, Luftverkehr;no;MGDI;Militärkartografie / Bundesamt für Landestopografie swisstopo;yes;ch.vbs.swissmilpilotschart;MILPILOTSCHART_LV95;;True;False;True;False;True;True
459;ee51374d-1472-44bd-a5a7-c65c4e46f3b4;Fossile Kohlenwasserstoffe: Vorkommen;Mineralstoffindustrie, Kohlebergbau, Energieressourcen, Geotechnik, Bitumen, Erdgas, Mineralienabbau, Geologie, Mineralische Bodenschätze, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-rohstoffe-kohlen_bitumen_erdgas;MINERALISCHE_ENERGIEROHSTOFFE;;True;False;True;True;True;True
460;d86f291c-49b8-4bc8-93f7-dbab48dcb26c;Karte der mineralischen Rohstoffe der Schweiz 1:200000;opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, Erz, Mineral, Rohstoff, Mineralische Bodenschätze, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geotechnik-mineralische_rohstoffe200;MINERALISCHE_ROHSTOFFE200;;True;False;True;True;True;True
461;ad60a67c-f0a0-41fa-84f2-20b8565c9da9;Minergie;Norm, Gebäude;no;BFE;Bundesamt für Energie;yes;ch.bfe.minergiegebaeude;MINERGIE;;False;False;True;False;True;True
462;75c48c9d-34ec-4a11-bdd8-6dc019f0ec9e;Mittlere Abflüsse und Abflussregimetyp für das Gewässernetz der Schweiz;Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.mittlere-abfluesse;MITTLERE_ABFLUESSE;;False;False;False;False;False;True
463;7ed73e2f-0a41-4e8b-a7ff-413f2d9b5ece;Bundesinventar der Moorlandschaften von besonderer Schönheit und nationaler Bedeutung;Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, e-geo.ch, Umwelt, Schutzgebiete, Lebensräume und Biotope;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.bundesinventare-moorlandschaften;MOORLANDSCHAFTEN;;True;False;True;True;True;True
464;07b046a7-1b21-4cd0-b605-a113f2e5e94d;Rote Liste Moose (Gefährdung der Moose in der Schweiz);Umwelt, Verteilung der Arten;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.moose;MOOS;;True;False;True;False;True;True
465;d4f1ebde-f999-4c56-b4a5-7ec8720a4052;Langsamverkehr - Mountainbikeland Schweiz;Velowege, Langsamverkehr, Fahrrad, Berg, Raumplanung;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.mountainbikeland;MOUNTAINBIKERLAND;;True;False;False;False;True;True
466;fa5f0dfb-162f-4b83-828c-7b880ad5e972;Sperrungen / Umleitungen Mountainbikeland;Weg, Sperrung, Mountainbike, Fahrrad, BGDI Bundesgeodaten-Infrastruktur, Velowege, Langsamverkehr, opendata.swiss, Tourismus und Freizeit, Raumplanung;yes;ASTRA;Bundesamt für Strassen;yes;ch.astra.mountainbikeland-sperrungen_umleitungen;MOUNTAINBIKERLAND;;False;False;True;True;True;True
467;14de1375-09ae-42b4-9592-5f0af091d050;Nationales Beobachtungsnetz für Luftfremdstoffe NABEL: Stationen;Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Geobasisdaten, Luftschadstoff, Atmosphärische Bedingungen, Gesundheit und Sicherheit;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.nabelstationen;NABEL;;False;False;False;True;False;True
468;ea282e54-364b-4023-87c1-cdccbac295b1;Nitrat im Grundwasser (Nationale Grundwasserbeobachtung NAQUA);Umwelt, Umweltüberwachung;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.naqua-grundwasser_nitrat;NAQUA_GRUNDWASSER;;False;False;False;False;False;True
469;c5f01eb1-d755-4450-bc4f-3871589de62f;Flüchtige organische Verbindungen VOC im Grundwasser (Nationale Grundwasserbeobachtung NAQUA);Umwelt, Umweltüberwachung;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.naqua-grundwasser_voc;NAQUA_GRUNDWASSER;;False;False;False;False;False;True
470;460cb36a-c003-404f-a889-b7e818510446;Pflanzenschutzmittel im Grundwasser (Nationale Grundwasserbeobachtung NAQUA);Umwelt, Umweltüberwachung;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.naqua-grundwasser_psm;NAQUA_GRUNDWASSER;;False;False;False;False;False;True
471;d8730e9f-fdd3-41aa-91c2-cdde00176fdd;Nasenlaichgebiete 1995 - 2004;Umwelt, Lebensräume und Biotope, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.fischerei-nasenlaichplaetze;NASENLAICHGEB_1995_2004;;False;False;False;True;False;True
472;9b3799d2-02e6-43c7-9655-9e3d268551c2;Konzept der Sportanlagen von nationaler Bedeutung NASAK;BGDI Bundesgeodaten-Infrastruktur, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Sportanlage;yes;BASPO;Bundesamt für Sport BASPO;yes;ch.baspo.nationales-sportanlagenkonzept;NATIONALES_SPORTANLAGENKONZEPT;;True;False;True;True;True;True
473;d1359dad-6edf-4275-ada0-2e33be8945b2;Schweizerischer Nationalpark;Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, e-geo.ch, Umwelt, Schutzgebiete;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.schutzgebiete-schweizerischer_nationalpark;NATIONALPARK;;True;False;True;True;True;True
474;cc9bb928-851d-4ecd-8dd8-ba6abcad19a4;Nationalstrassenachsen;Achse, Geodaten, Geobasisdaten, Nationalstrasse, Verkehrsnetz, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Fernstraße, Autobahn, Straßennetz;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.nationalstrassenachsen;NATIONALSTRASSENACHSEN;;True;False;True;True;True;True
475;0b22a108-693c-4b6e-9e43-7614eb0e0bc3;Naturwerksteine: Abbau;opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Petrografie, Lithologie, Bauwerk, Geotechnik, Geologie;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-rohstoffe-naturwerksteine_abbau;NATURWERKSTEINE_ABBAU;;True;False;True;True;True;True
476;359e590e-4c29-494a-80ba-182a9682173c;Beurteilung des chemischen Gewässerzustandes: Gesamt-Phosphor;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_phosphor_gesamt;NAWA;;False;False;True;True;True;True
477;4c2c25da-35fe-40a8-97be-feb29051a170;Beurteilung des chemischen Gewässerzustandes: Phosphat;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_phosphat;NAWA;;False;False;True;True;True;True
478;cbe62982-11ff-46c1-9264-4b3bb67a7743;Beurteilung des chemischen Gewässerzustandes: Nitrit;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_nitrit;NAWA;;False;False;True;True;True;True
479;e1a5a3ea-483e-4ccc-968e-0026d7df5e61;Beurteilung des chemischen Gewässerzustandes: Nitrat;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_nitrat;NAWA;;False;False;True;True;True;True
480;35fe15e6-ea42-467e-928c-ce2b75512972;Beurteilung des chemischen Gewässerzustandes: Ammonium;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_ammonium;NAWA;;False;False;True;True;True;True
481;b0b3a9f3-0a3f-4177-ba89-ad21c8b39a10;Beurteilung des biologischen Gewässerzustandes: Makrozoobenthos;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-biologischer_zustand_makrozoobenthos;NAWA;;False;False;True;True;True;True
482;0ecdff3c-29b0-4556-a641-2e95d54cd406;Beurteilung des biologischen Gewässerzustandes: Wasserpflanzen (Makrophyten);Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-biologischer_zustand_makrophyten;NAWA;;False;False;True;True;True;True
483;16a81f2f-c2ce-4f6b-adf5-60c9a246819e;Beurteilung des biologischen Gewässerzustandes: Fische;Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-biologischer_zustand_fische;NAWA;;False;False;True;True;True;True
484;04193332-3a11-4fa6-bdc0-1bee0deb4bc1;Beurteilung des biologischen Gewässerzustandes: Kieselalgen (Diatomeen);Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-biologischer_zustand_diatomeen;NAWA;;False;False;True;True;True;True
485;7ecace17-ab1a-4629-b80c-cb8599e8d07b;Beurteilung des chemischen Gewässerzustandes: Gelöster organischer Kohlenstoff (DOC);Fliessgewässer, Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.gewaesserschutz-chemischer_zustand_doc;NAWA;;False;False;True;True;True;True
486;cdabe2f9-7688-42a2-8c8c-d4f8b2a42fc7;Invasive gebietsfremde Pflanzen - Potentialkarte Kletternder Giftsumach;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-kletternder_giftsumach;NEOPHYTEN;;True;False;True;True;True;True
487;1b6ad787-5f95-42b4-8340-e62179de313e;Invasive gebietsfremde Pflanzen - Potentialkarte Kirschlorbeer;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-kirschlorbeer;NEOPHYTEN;;True;False;True;True;True;True
488;d13289ba-96c2-456f-affb-02a3069bb505;Invasive gebietsfremde Pflanzen - Potentialkarte Ausläuferbildendes Fettkraut;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-auslaeuferbildendes_fettkraut;NEOPHYTEN;;True;False;True;True;True;True
489;e3af5881-4a91-42aa-bec8-ba759279f3f1;Invasive gebietsfremde Pflanzen - Potentialkarte Vielblättrige Lupine;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-vielblaettrige_lupine;NEOPHYTEN;;False;True;True;True;True;True
490;e125626e-bd88-4401-94f7-b41f7f09b835;Invasive gebietsfremde Pflanzen - Potentialkarte Vielähriger Knöterich;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-vielaehriger_knoeterich;NEOPHYTEN;;False;True;True;True;True;True
491;9c64b6c9-57a6-4da6-b46c-df7f5fb4706e;Invasive gebietsfremde Pflanzen - Potentialkarte Verlotscher Beifuss;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-verlotscher_beifuss;NEOPHYTEN;;False;True;True;True;True;True
492;3d459271-5d29-4454-b416-3cdcc15bff7f;Invasive gebietsfremde Pflanzen - Potentialkarte Topinambur;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-topinambur;NEOPHYTEN;;False;True;True;True;True;True
493;a7579e76-c854-431b-ab03-6e773c2da82e;Invasive gebietsfremde Pflanzen - Potentialkarte Südafrikanisches Greiskraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-suedafrikanisches_greiskraut;NEOPHYTEN;;False;True;True;True;True;True
494;407f5593-f5a3-497d-a5fa-97354027085c;Invasive gebietsfremde Pflanzen - Potentialkarte Spätblühende Goldrute;Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-spaetbluehende_goldrute;NEOPHYTEN;;False;True;True;True;True;True
495;93c4e4a5-dc4d-40bc-9a79-728f133abcbb;Invasive gebietsfremde Pflanzen - Potentialkarte Seidiger Hornstrauch;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-seidiger_hornstrauch;NEOPHYTEN;;False;True;True;True;True;True
496;07c2d5f7-f908-4067-9db3-a43aa95f28e1;Invasive gebietsfremde Pflanzen - Potentialkarte Grossblütiges Heusenkraut;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-grossbluetiges_heusenkraut;NEOPHYTEN;;True;False;True;True;True;True
497;ae7db8c9-3bb8-43ca-a5d1-99de05cd8d32;Invasive gebietsfremde Pflanzen - Potentialkarte Sachalin-Staudenknöterich;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-sachalin_staudenknoeterich;NEOPHYTEN;;False;True;True;True;True;True
498;98b43c26-0f11-4c58-af85-b007712b17b0;Invasive gebietsfremde Pflanzen - Potentialkarte Riesenbärenklau;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-riesenbaerenklau;NEOPHYTEN;;True;False;True;False;True;True
499;a5bd8033-8457-486b-b099-2e6f3f7864a8;Invasive gebietsfremde Pflanzen - Potentialkarte Japanisches Geissblatt;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-japanisches_geissblatt;NEOPHYTEN;;True;False;True;False;True;True
500;b0658eec-d604-4490-910c-e7117c0444bb;Invasive gebietsfremde Pflanzen - Potentialkarte Schmetterlingsstrauch;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-schmetterlingsstrauch;NEOPHYTEN;;False;True;True;True;True;True
501;3e6ea819-319c-4f72-bc3f-7e9a2bea6d24;Invasive gebietsfremde Pflanzen - Potentialkarte Götterbaum;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-goetterbaum;NEOPHYTEN;;True;False;True;True;True;True
502;ceee155b-d191-4e73-8f51-4419d227b9a6;Invasive gebietsfremde Pflanzen - Potentialkarte Glattes Zackenschötchen;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-glattes_zackenschoetchen;NEOPHYTEN;;True;False;True;True;True;True
503;a12187bd-a0dc-4e8a-9884-4b4e9611eb91;Invasive gebietsfremde Pflanzen - Potentialkarte Gewöhnliche Jungfernrebe;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-gewoehnliche_jungfernrebe;NEOPHYTEN;;True;False;True;True;True;True
504;bb03e246-e1e0-4a05-a20c-c004047ab871;Invasive gebietsfremde Pflanzen - Potentialkarte Gestreiftes Süssgras;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-gestreiftes_suessgras;NEOPHYTEN;;True;False;True;True;True;True
505;46a2cd84-82af-4c34-b45c-881cd3fc0491;Invasive gebietsfremde Pflanzen - Potentialkarte Fortunes Hanfpalme;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-fortunes_hanfpalme;NEOPHYTEN;;True;False;True;True;True;True
506;e0dcb004-bfd3-454d-a60e-f61a6b5b0b1e;Invasive gebietsfremde Pflanzen - Potentialkarte Felsen-Greiskraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-felsen_greiskraut;NEOPHYTEN;;True;False;True;True;True;True
507;1baf4c76-c7a8-4d33-bd53-563c2ffbe432;Invasive gebietsfremde Pflanzen - Potentialkarte Essigbaum;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-essigbaum;NEOPHYTEN;;True;False;True;True;True;True
508;b75b0103-9433-4bf5-bbc3-e5f5c127b5d4;Invasive gebietsfremde Pflanzen - Potentialkarte Essbares Zypergras;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-essbares_zypergras;NEOPHYTEN;;True;False;True;True;True;True
509;acd81477-68ac-4136-866e-ed394d601d4c;Invasive gebietsfremde Pflanzen - Potentialkarte Essbare Kermesbeere;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-essbare_kermesbeere;NEOPHYTEN;;True;False;True;True;True;True
510;351e94e5-d72c-45d2-8170-400902a46d42;Invasive gebietsfremde Pflanzen - Potentialkarte Einjähriges Berufkraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-einjaehriges_berufkraut;NEOPHYTEN;;True;False;True;True;True;True
511;8b98dde1-c413-4ceb-9477-470b36ca9dfe;Invasive gebietsfremde Pflanzen - Potentialkarte Drüsiges Springkraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-druesiges_springkraut;NEOPHYTEN;;True;False;True;True;True;True
512;3f58eb56-10ef-4170-ba7c-0e9a9b780751;Invasive gebietsfremde Pflanzen - Potentialkarte Chinesische Samtpappel;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-chinesische_samtpappel;NEOPHYTEN;;True;False;True;True;True;True
513;93a43591-f202-440f-88bf-4e77f654666b;Invasive gebietsfremde Pflanzen - Potentialkarte Carolina-Nachtschatten;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-carolina_nachtschatten;NEOPHYTEN;;True;False;True;True;True;True
514;2ce40229-35b5-4374-9346-ac4b1ce6d374;Invasive gebietsfremde Pflanzen - Potentialkarte Brasilianisches Tausendblatt;Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-brasilianisches_tausendblatt;NEOPHYTEN;;True;False;True;True;True;True
515;eb65c909-1278-43aa-962a-e048ee1863ce;Invasive gebietsfremde Pflanzen - Potentialkarte Blauglockenbaum;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-blauglockenbaum;NEOPHYTEN;;True;False;True;True;True;True
516;717a8bc4-e8da-4f7d-a4a0-36d06b638182;Invasive gebietsfremde Pflanzen - Potentialkarte Besen-Radmelde;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-besen_radmelde;NEOPHYTEN;;True;False;True;True;True;True
517;6ec3f114-b0fe-4bc0-8100-554ccc29ca83;Invasive gebietsfremde Pflanzen - Potentialkarte Bastardindigo;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-bastardindigo;NEOPHYTEN;;True;False;True;True;True;True
518;4e7b2bb9-7456-4a4c-b525-5fedc6665277;Invasive gebietsfremde Pflanzen - Potentialkarte Bastard-Staudenknöterich;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-bastard_staudenknoeterich;NEOPHYTEN;;True;False;True;True;True;True
519;97baf479-04bc-4cdc-ad4a-e1e01553df68;Invasive gebietsfremde Pflanzen - Potentialkarte Balfours Springkraut;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-balfours_springkraut;NEOPHYTEN;;True;False;True;True;True;True
520;2a65e6b4-2b76-4fb6-91c1-ad890cb0a906;Invasive gebietsfremde Pflanzen - Potentialkarte Aufrechtes Traubenkraut;Umwelt;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.neophyten-aufrechtes_traubenkraut;NEOPHYTEN;;True;False;True;True;True;True
521;c02da032-7b8e-4342-b227-a596455dd8b7;Invasive gebietsfremde Pflanzen - Potentialkarte Armenische Brombeere;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-armenische_brombeere;NEOPHYTEN;;True;False;True;True;True;True
522;7401635a-ad22-473a-a9b8-17165f6c814e;Invasive gebietsfremde Pflanzen - Potentialkarte Amerikanischer Stinktierkohl;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-amerikanischer_stinktierkohl;NEOPHYTEN;;True;False;True;True;True;True
523;6b47b850-b095-4a7b-9c5c-b116dca99a11;Invasive gebietsfremde Pflanzen - Potentialkarte Amerikanische Kermesbeere;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-amerikanische_kermesbeere;NEOPHYTEN;;True;False;True;True;True;True
524;c128b3e5-6620-41f0-a8f7-3cb7dd228f99;Invasive gebietsfremde Pflanzen - Potentialkarte Runzelblättriger Schneeball;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-runzelblaettriger_schneeball;NEOPHYTEN;;True;False;True;True;True;True
525;b5012ebd-8eef-46ef-b0e1-b9a848f10dbc;Invasive gebietsfremde Pflanzen - Potentialkarte Robinie;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-robinie;NEOPHYTEN;;True;False;True;True;True;True
526;01a84c21-44b3-4bd4-be2b-e6def443a08f;Invasive gebietsfremde Pflanzen - Potentialkarte Portulak-Heusenkraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-portulak_heusenkraut;NEOPHYTEN;;True;False;True;True;True;True
527;d4de71b5-a275-4475-b3e9-dc35e2aba4cf;Invasive gebietsfremde Pflanzen - Potentialkarte Nuttalls Wasserpest;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-nuttalls_wasserpest;NEOPHYTEN;;True;False;True;True;True;True
528;3a4b34cb-354c-44ba-87df-ca8dbe7c2e20;Invasive gebietsfremde Pflanzen - Potentialkarte Nadelkraut;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-nadelkraut;NEOPHYTEN;;True;False;True;True;True;True
529;aac71816-fe8f-4621-aa32-fb51444edfdf;Invasive gebietsfremde Pflanzen - Potentialkarte Mahonie;Umwelt;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.neophyten-mahonie;NEOPHYTEN;;True;False;True;True;True;True
530;c6be015b-c317-4f08-8f0b-72703e29377e;Invasive gebietsfremde Pflanzen - Potentialkarte Kopoubohne;Umwelt, GEMET;no;BAFU;Bundesamt für Umwelt / Abteilung Arten, Ökosysteme, Landschaften;yes;ch.bafu.neophyten-kopoubohne;NEOPHYTEN;;True;False;True;True;True;True
