dataset_id;geocat_id
ch.meteoschweiz.messwerte-sonnenscheindauer-relativ-1d;dc6dcd27-aafb-4912-9db5-9803b8a92506
ch.meteoschweiz.messwerte-taupunkt-10min;5d6f8794-bf59-458e-a16c-aeb98df5d6c8
ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-10min;0b2cff5d-65c3-4e7a-8e1f-355c2b608948
ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-6h;fa6441c1-34bf-4f7a-a3be-be3e06f37061
ch.meteoschweiz.messwerte-windgeschwindigkeit-kmh-10min;ec9e5d28-f102-418a-a8b9-1e6db53a4826
ch.nagra.aeromagnetische-karte_1100;2ffdbb13-27dc-4380-8349-8debfeca4fd9
ch.nagra.aeromagnetische-karte_1500;b814401b-9eb2-4e6c-b4a9-f24df7b8bba6
ch.pronatura.naturschutzgebiete;db4b251f-d431-457d-9ed6-4abf59d2a54a
ch.pronatura.waldreservate;8a69330f-c6db-4c56-bedc-d244542ad86c
ch.sem.sachplan-asyl_anhoerung;1a1818bd-ab9f-49c8-a0e8-a93d1a2359e9
ch.sem.sachplan-asyl_kraft;23a9027d-37a1-4ba4-b529-54c658540914
ch.swisstopo.amtliches-gebaeudeadressverzeichnis;150c38c5-2650-4018-b5c7-939e2cdd56ce
ch.swisstopo.amtliches-strassenverzeichnis;caf39a72-92be-4bd1-a976-4eaaeb770a44
ch.swisstopo.burgenkarte200_papier.metadata;eca5aec1-818d-429f-8091-145021e4c1aa
ch.swisstopo.dreiecksvermaschung;fb7fe701-04b1-4a0c-ba3a-90dbc5bd23d3
ch.swisstopo.fixpunkte-agnes;d2152a5b-3c64-4a4a-abf5-0ae342f2f108
ch.swisstopo.fixpunkte-hfp1;1ca6ef94-7204-424c-b2a6-d73158305df6
ch.swisstopo.fixpunkte-hfp2;06044c35-4164-41c6-a4df-297749c03227
ch.swisstopo.fixpunkte-lfp1;7a49183b-9766-40dd-936c-fb09fdded185
ch.swisstopo.fixpunkte-lfp2;12ee04c7-b38d-4809-b417-ce304df6c7cc
ch.swisstopo.generalkarte300_papier.metadata;81fa93b5-278e-4722-929b-cb388248e1a5
ch.swisstopo.geoidmodell-ch1903;2b20aece-5cb1-41f1-a618-7c6e1ff6a81b
ch.swisstopo.geoidmodell-etrs89;8454f7d9-e3f2-4cc7-be6d-a82196660ccd
ch.swisstopo.geologie-bodenunruhe;4dba9c57-2e2b-4b69-844b-bd2001fa53a8
ch.swisstopo.geologie-bohrungen_tiefer_500;a61d9f7a-00cd-4448-a36d-b81423f1f566
ch.swisstopo.geologie-dosisleistung-terrestrisch;eccbc751-9928-4221-89e1-1184cbb3aff5
ch.swisstopo.geologie-eiszeit-lgm;75c2f212-413c-4d55-8a93-c021c8bbfc95
ch.swisstopo.geologie-eiszeit-lgm-raster;f1455593-7571-48b0-8603-307ec59a6702
ch.swisstopo.geologie-eiszeit-lgm-raster_papier.metadata;388210bc-331b-49c1-8146-3fda75a678cf
ch.swisstopo.geologie-felslabore;f995a522-62cb-4316-a762-f6a319985ed7
ch.swisstopo.geologie-generalkarte-ggk200;f6416e51-bf55-445a-946e-3eee2134d131
ch.swisstopo.geologie-generalkarte-ggk200.metadata;c17ba742-9a43-4ed2-9331-e776d6e9065d
ch.swisstopo.geologie-geocover.metadata;f7485f4f-2224-4b76-a43c-52cbf8883a42
ch.swisstopo.geologie-geodaesie-bouguer_anomalien;618c9697-129f-47c7-830a-7a256b4c2499
ch.swisstopo.geologie-geodaesie-bouguer_anomalien_papier.metadata;cff2a951-b5ec-4a51-a0f2-f89dd90e5782
ch.swisstopo.geologie-geodaesie-isostatische_anomalien;7234896a-842c-4524-8710-5d900953cb1d
ch.swisstopo.geologie-geoevents_anfrage;6f4fc3a9-8dc0-4cc2-b176-f804e5157dab
ch.swisstopo.geologie-geoevents_demnaechst;64508bcc-8a66-4d90-bb9a-bc83c931b0c6
ch.swisstopo.geologie-geologische_3dmodelle;11836d3b-181e-4078-b83f-f55fc44b5776
ch.swisstopo.geologie-geologische_karte;ca917a71-dcc9-44b6-8804-823c694be516
ch.swisstopo.geologie-geologische_karte_papier.metadata;c8e951b2-35d1-4382-9c41-d7c55d846960
ch.swisstopo.geologie-geologischer_atlas;258814a5-8fcf-47df-b0c6-160602b0078c
ch.swisstopo.geologie-geologischer_atlas.metadata;a891e1e7-7f85-4c92-94d9-7120edf91a9c
ch.swisstopo.geologie-geologischer_atlas_papier.metadata;0d2e9e88-6151-4a3f-a1c8-85894c718f73
ch.swisstopo.geologie-geologischer_atlas_vector.metadata;bea72085-38cb-4938-bbcb-9f06458d2bfa
ch.swisstopo.geologie-geomol-isotherme_100;8681fb45-6220-41ef-825a-86210d8a72fc
ch.swisstopo.geologie-geomol-isotherme_150;31dc428e-a62b-4f6b-a263-e5eca9d9a074
ch.swisstopo.geologie-geomol-isotherme_60;6edca35d-0f08-43b9-9faf-4c7b207888a1
ch.swisstopo.geologie-geomol-temperaturmodell_eingangsdaten;63ed59b1-d9fb-4c6e-a629-550c8f6b9bf2
ch.swisstopo.geologie-geomol-temperatur_top_muschelkalk;e0be0de5-4ed0-488a-a952-5eb385fd5595
ch.swisstopo.geologie-geomol-temperatur_top_omalm;613cdc6f-0237-416d-af16-ae5d2f1934ff
ch.swisstopo.geologie-geomol-temperatur_top_omm;4f9e3f59-891e-434b-bba5-40db1b9495e0
ch.swisstopo.geologie-geomol-temperaturverteilung_1000;5e32ea72-a356-4250-b40a-a441165fd936
ch.swisstopo.geologie-geomol-temperaturverteilung_1500;162989d7-5c1c-48fb-8d16-2ccf5be339b9
ch.swisstopo.geologie-geomol-temperaturverteilung_2000;ac604460-7a7a-44c5-bc5a-41062fbd21ff
ch.swisstopo.geologie-geomol-temperaturverteilung_3000;47f79661-212e-4297-b048-2606db7affa8
ch.swisstopo.geologie-geomol-temperaturverteilung_4000;739e9095-77f6-462d-9a1e-438898cf0c9c
ch.swisstopo.geologie-geomol-temperaturverteilung_500;08e66941-4ebb-4017-8018-b39caa8fd107
ch.swisstopo.geologie-geomorphologie;1bf16162-a44c-4970-9da1-044383bacff8
ch.swisstopo.geologie-geophysik-aeromagnetische_karte_jura;f952b9be-9a11-478c-a21c-9d5e8631c7c2
ch.swisstopo.geologie-geophysik-aeromagnetische_karte_schweiz;4cc706a2-0005-4cc6-8326-7b944a1d5b05
ch.swisstopo.geologie-geophysik-deklination;8f38b25f-f984-450a-ae48-02290e82136c
ch.swisstopo.geologie-geophysik-geothermie;2d8174b2-8c4a-44ea-b470-cb3f216b90d1
ch.swisstopo.geologie-geophysik-inklination;639c0536-bfea-44d3-b088-ed7b6b43cde9
ch.swisstopo.geologie-geophysik-totalintensitaet;132d9ff6-92de-4c02-87a7-72df26bcb33e
ch.swisstopo.geologie-geosites;af46b0e7-25b4-49ca-a357-c0ab6e794dd6
ch.swisstopo.geologie-geotechnik-gk200;6dd16d72-047b-4489-91dc-b36eeabf972e
ch.swisstopo.geologie-geotechnik-gk500-genese;65652bdd-76e3-4df2-9329-140a04a2a66c
ch.swisstopo.geologie-geotechnik-gk500-gesteinsklassierung;f2c81b93-f0c5-4899-83a9-974ce36c48e6
ch.swisstopo.geologie-geotechnik-gk500-lithologie_hauptgruppen;435522fb-599e-41c0-a7c0-49d922ea6acf
ch.swisstopo.geologie-geotechnik-mineralische_rohstoffe200;d86f291c-49b8-4bc8-93f7-dbab48dcb26c
ch.swisstopo.geologie-geotechnik-steinbrueche_1915;e9fb4d2c-8843-4586-b6f3-c9276a6d2890
ch.swisstopo.geologie-geotechnik-steinbrueche_1965;375ee9c3-11ea-405f-aefe-1e26cec99003
ch.swisstopo.geologie-geotechnik-steinbrueche_1980;d2420114-b83d-4658-b205-4ccf8e4d1a07
ch.swisstopo.geologie-geotechnik-steinbrueche_1995;1c7751e9-9909-45c2-ab3a-daff34a56ef1
ch.swisstopo.geologie-geotechnik-steine_historische_bauwerke;efe1b3cf-dac4-4660-a5bd-a9269a3d97db
ch.swisstopo.geologie-geotechnik-zementindustrie_1965;900f56f2-31d0-4b97-a1af-fa016df24193
ch.swisstopo.geologie-geotechnik-zementindustrie_1995;895a5d84-485e-4e47-b76e-2ab0283b0655
ch.swisstopo.geologie-geotechnik-ziegeleien_1907;060d2502-5eb7-4a0a-9364-e36b0fd12a2e
ch.swisstopo.geologie-geothermische_potenzialstudien_regional;1c050393-fe3a-41b1-a31e-3173f51181d8
ch.swisstopo.geologie-geotope;e7dd54e9-fc98-4e5c-b46a-694d1ba6c84e
ch.swisstopo.geologie-geotope_kantone_stand;c4d2c1b0-b075-4d7b-be7c-54d26411cda3
ch.swisstopo.geologie-geowege;3356602e-23d5-4e42-9d75-55fe9cc2daba
ch.swisstopo.geologie-gesteinsdichte;c4a7ceb5-8bf5-457d-ab0a-57216dafce53
ch.swisstopo.geologie-gisgeol-flaechen-1000to21000km2;7b700642-f46b-44f9-895c-efb1435014b9
ch.swisstopo.geologie-gisgeol-flaechen-100to1000km2;77298a16-a7a4-407f-a27b-a0169757f20d
ch.swisstopo.geologie-gisgeol-flaechen-10to100km2;8b00cf3e-0c02-4653-a92b-7859b4b94d63
ch.swisstopo.geologie-gisgeol-flaechen-10x10km;e2428490-3526-4b5d-b8f0-82cebb1f6e43
ch.swisstopo.geologie-gisgeol-flaechen-1x1km;23cc63df-e6f1-40cb-9fea-debbb65955a9
ch.swisstopo.geologie-gisgeol-flaechen-gt21000km2;e630e54d-1b07-410a-aa04-431fbcb22310
ch.swisstopo.geologie-gisgeol-flaechen-lt10km2;88c59cad-032b-4fb3-a6e7-1fea004f1a89
ch.swisstopo.geologie-gisgeol-linien;408e75de-11ce-4d53-9583-99f4aac45b8b
ch.swisstopo.geologie-gisgeol-punkte;f33e0f9d-8915-4acf-b5e9-f2efb3f51084
ch.swisstopo.geologie-gletscherausdehnung;f6fb6139-f13e-4a56-bf01-01b7dd4358d5
ch.swisstopo.geologie-gletschermaechtigkeit;57052989-5074-4841-abb6-22d1989d615f
ch.swisstopo.geologie-gravimetrischer_atlas;732cb247-8307-4cc7-8c31-b1c505a94633
ch.swisstopo.geologie-gravimetrischer_atlas.messpunkte;297a1958-3636-45af-a17c-e90120605132
ch.swisstopo.geologie-gravimetrischer_atlas_papier.metadata;2f9315dd-3d8f-4248-850c-46270e47dfe7
ch.swisstopo.geologie-grundwasservorkommen_papier.metadata;af399b45-c233-48ec-a500-e6eb503b07dd
ch.swisstopo.geologie-grundwasservulnerabilitaet_papier.metadata;7f8e47fa-cd31-4ff2-808e-6262aaea019b
ch.swisstopo.geologie-hydrogeologische_karte-grundwasservorkommen;f198f6f6-8efa-4235-a55f-99767ea0206c
ch.swisstopo.geologie-hydrogeologische_karte-grundwasservulnerabilitaet;b8efde6b-7323-4496-aa70-b976ec55cec9
ch.swisstopo.geologie-lockergestein_maechtigkeitsmodell;99eb4571-4c34-48cc-bd6a-32fd9decc2a7
ch.swisstopo.geologie-rohstoffe-gebrochene_gesteine_abbau;bb682732-ca6d-43f4-8c95-760b76004b22
ch.swisstopo.geologie-rohstoffe-gips_abbau_verarbeitung;33f974a7-8852-449d-ba68-646b10710f60
ch.swisstopo.geologie-rohstoffe-industrieminerale;ec3471db-6e86-4148-abbf-d702196381bd
ch.swisstopo.geologie-rohstoffe-kohlen_bitumen_erdgas;ee51374d-1472-44bd-a5a7-c65c4e46f3b4
ch.swisstopo.geologie-rohstoffe-naturwerksteine_abbau;0b22a108-693c-4b6e-9e43-7614eb0e0bc3
ch.swisstopo.geologie-rohstoffe-salz_abbau_verarbeitung;e5bed380-6a35-46c9-97c9-0cbf5875f292
ch.swisstopo.geologie-rohstoffe-vererzungen;46dd5d50-6f7e-4175-ab64-051b16750e38
ch.swisstopo.geologie-rohstoffe-zement_abbau_verarbeitung;9128ae2a-acdf-42cf-bb67-00755f0857fb
ch.swisstopo.geologie-rohstoffe-ziegel_abbau;3d0120f4-34b2-40cf-b61c-127bd9a27522
ch.swisstopo.geologie-rohstoffe-ziegel_verarbeitung;93ad193c-cb3e-48a4-8977-6775c403c579
ch.swisstopo.geologie-spezialkarten_schweiz.metadata;5a7e79b5-0aef-4514-9df4-62fb92edee97
ch.swisstopo.geologie-spezialkarten_schweiz_papier.metadata;0d93edd4-5ab4-47e1-b119-6df7289eb429
ch.swisstopo.geologie-spezialkarten_schweiz_vector.metadata;b15b89ac-d7e5-412c-bd4a-5077c935806c
ch.swisstopo.geologie-tektonische_karte;a4cdef47-505e-41ab-b6a7-ad5b92d80e41
ch.swisstopo.geologie-tektonische_karte_papier.metadata;9a6cf8f1-2475-4085-b202-8cd0fe0f0ca8
ch.swisstopo.geologie-tiefengeothermie_projekte;2df11e59-d85a-40cf-98cf-4b941577e23c
ch.swisstopo.hangneigung-ueber_30;77f0637f-8d52-45bc-b824-d6e5719de55b
ch.swisstopo.hebungsraten;80a03e2f-7827-4497-8f0a-62ab8816d609
ch.swisstopo.hiks-dufour.metadata;bfa9994f-c8b1-4dc1-90b2-fe1211bf2d22
ch.swisstopo.hiks-siegfried-ta25.metadata;86c12e05-aabf-4384-a88a-eeea18044e83
ch.swisstopo.hiks-siegfried-ta50.metadata;b8642253-c0df-4d39-b92e-d05467caf0f5
ch.swisstopo.images-swissimage-dop10.metadata;3f340030-15de-4ab6-a1b1-5f33e09a997f
ch.swisstopo-karto.hangneigung;c37cbfbf-0d87-4ae8-8c21-8932130eb3fa
ch.swisstopo-karto.schneeschuhrouten;449d2ee9-8807-4a64-9844-4e310d28ed2e
ch.swisstopo-karto.skitouren;33090bf2-e8e5-4776-9f64-00d7a6170808
ch.swisstopo.koordinatenaenderung;d749d5c4-d362-489b-a6c1-a8ee68aeeaab
ch.swisstopo.landeskarte1000_papier.metadata;6b3abe3d-90a6-444d-ae9a-3b21ce73b13d
ch.swisstopo.landeskarte100_papier.metadata;f0ef32c7-2b74-4d01-a84f-a576a6c264c6
ch.swisstopo.landeskarte200_papier.metadata;4bdecb2b-c692-4050-a08a-45e2041358ed
ch.swisstopo.landeskarte25_papier.metadata;17a659d0-45c8-4a12-a7b3-a726e14776a2
ch.swisstopo.landeskarte500_papier.metadata;595cf684-fb65-41b7-b4ca-786cbe092fe6
ch.swisstopo.landeskarte50_papier.metadata;ab73acf2-95dc-4f49-a3b9-76fcaefa1bed
ch.swisstopo.landeskarte-farbe-10;cb0f8401-c49a-4bdf-aff6-40a7015ba43a
ch.swisstopo.landeskarte-grau-10;b495f369-9262-4269-8532-27b06591e33a
ch.swisstopo.landesschwerenetz;95879cd4-e93d-4d4d-af57-4ec6731b9c97
ch.swisstopo.lotabweichungen;ef5df57e-8eb3-4b55-96e5-0e70adead7ad
ch.swisstopo.lubis-bildstreifen;7392cfbf-2f3b-446f-934f-604bc9410978
ch.swisstopo.lubis-luftbilder-dritte-firmen;f614decc-a4f2-480f-b007-b8d9b99bdde5
ch.swisstopo.lubis-luftbilder-dritte-kantone;5327cb7b-269b-4d02-b199-19418ee33d54
ch.swisstopo.lubis-luftbilder_farbe;352c0302-fac6-455b-bd81-092850a7ad4e
ch.swisstopo.lubis-luftbilder_infrarot;aee873f9-127a-4567-86a9-abb740bb9706
ch.swisstopo.lubis-luftbilder_schraegaufnahmen;b38ee443-8965-4a25-bb99-626b32c6227f
ch.swisstopo.lubis-luftbilder_schwarzweiss;12970991-2623-4e1e-a420-7435a6b5046c
ch.swisstopo.lubis-terrestrische_aufnahmen;7e0b1343-0d6c-4d3d-9c63-9ed49ca2c0a9
ch.swisstopo.luftfahrtkarten-icao_papier.metadata;a1973b7f-ec79-4cee-9e51-5fadec528a3e
ch.swisstopo.meldungen-karten_geodaten;37fe878e-f207-48f7-9d9a-a4192aeaef71
ch.swisstopo.pixelkarte-farbe-pk1000.noscale;4ea228b8-7910-4339-8a31-d38d8d8592bd
ch.swisstopo.pixelkarte-farbe-pk100.noscale;e8be74b0-fc58-4fc7-be9a-5dcc70dcea6e
ch.swisstopo.pixelkarte-farbe-pk200.noscale;5f75341e-2050-4ed9-a8de-ee7637490565
ch.swisstopo.pixelkarte-farbe-pk25.noscale;2987a492-a097-46f3-b162-abc1b3115f85
ch.swisstopo.pixelkarte-farbe-pk500.noscale;e1825425-2988-493e-9206-080171cadd27
ch.swisstopo.pixelkarte-farbe-pk50.noscale;4c8c7c58-61c7-4a61-8e7a-6ffb95d183df
ch.swisstopo.pixelkarte-farbe-winter;27866f0f-12d7-4364-bcce-9a0c17558173
ch.swisstopo.pixelkarte-pk100.metadata;7afe40b9-3906-47da-9cb4-8456a6432a6e
ch.swisstopo.pixelkarte-pk200.metadata;59d2f908-51ab-40f5-912b-c446b3c3994f
ch.swisstopo.pixelkarte-pk25.metadata;78f00172-59ec-4b38-9106-cdddfb40e514
ch.swisstopo.pixelkarte-pk50.metadata;7cd16f54-34e9-43ba-b65c-39461c03495e
ch.swisstopo.schneeschuhwandern;56c1795e-c074-4731-9766-9a44050dc2a8
ch.swisstopo.segelflugkarte_papier.metadata;93e6ad22-c902-42a4-9ab7-f311a91c21ea
ch.swisstopo.skitourenkarte-50.metadata;43a069dd-93ef-4459-81ca-d2cdd7f3b56f
ch.swisstopo.strassenkarte-200;86171e63-5017-48f3-beb7-0ff73f8afa63
ch.swisstopo.strassenkarte200_papier.metadata;6749c3c9-f8eb-413c-9168-ad5860dc2e7f
ch.swisstopo.swissbathy3d-reliefschattierung;81949e93-f552-42b6-ab4b-5a2d529a7768
ch.swisstopo.swissboundaries3d-bezirk-flaeche.fill;e1b8837d-8c19-4b65-a8b5-21aaff44fa91
ch.swisstopo.swissboundaries3d-gemeinde-flaeche.fill;9961dc6c-20a9-4b16-8a24-b20c3d8ddb83
ch.swisstopo.swissboundaries3d-kanton-flaeche.fill;9eee6d40-f0a6-46c9-94ad-69679b9f3d38
ch.swisstopo.swissboundaries3d-land-flaeche.fill;c5bd42e6-033f-4d43-a398-320b42538798
ch.swisstopo.swissimage-product.metadata;1fc43fd9-f43f-4779-aa59-51e8f4833372
ch.swisstopo.swiss-map-vector25.metadata;30421285-422d-4dd8-b16b-cada46c71b7f
ch.swisstopo.swisssurface3d.metadata;a1a07baa-2dfc-458e-91e7-b1710ce1de1d
ch.swisstopo.swisssurface3d-raster.metadata;36ad08cb-ba6b-4bd4-9960-c809a1ff7a66
ch.swisstopo.swisstlm3d-eisenbahnnetz;b93d607a-9024-41c6-81c3-cbd311d00a44
ch.swisstopo.swisstlm3d-gewaessernetz;3dc772fe-8356-4a9a-8663-ce5159a42de7
ch.swisstopo.swisstlm3d-karte-farbe;b353f39c-6349-49e0-97d0-c522fc2fbf0f
ch.swisstopo.swisstlm3d-karte-grau;ea59f826-b408-4657-a393-6fec178b2e30
ch.swisstopo.swisstlm3d-strassen;be285f33-0373-4882-b911-de402bcdfeb4
ch.swisstopo.swisstlm3d-uebrigerverkehr;ffc0267e-aca8-49ac-8f3e-86c9beca51f2
ch.swisstopo.swisstlm3d-wald;cdb289d5-db16-4440-8529-5807a262f6a2
ch.swisstopo.swisstlm3d-wanderwege;4a064664-a346-4c1a-b424-4e8a0f0b56cb
ch.swisstopo.transformation-bezugsrahmen_hoehe;b3362599-3bc6-4615-a290-546792f89c83
ch.swisstopo.transformationsgenauigkeit;579e0ecf-6700-4652-81f5-bf0e28f2fcd6
ch.swisstopo.treasurehunt;ffda4480-52ca-4463-aac4-0a58bf87e5b5
ch.swisstopo-vd.geometa-gemeinde;9114e8ee-f90c-4c05-af2e-0fe999f833bb
ch.swisstopo-vd.geometa-grundbuch;dad4a841-708b-4a99-94bc-743bb28e0ab0
ch.swisstopo-vd.geometa-nfgeom;601959f6-8345-429e-884c-8f0d37c414da
ch.swisstopo-vd.geometa-standav;1a848168-d629-4422-8097-c94a63164845
ch.swisstopo-vd.spannungsarme-gebiete;c8b1a15e-b4db-49b0-ad3a-5b113c072fca
ch.swisstopo-vd.stand-oerebkataster;fb60594e-2b16-45af-9bc0-b444035070f5
ch.swisstopo.vec200-adminboundaries-protectedarea;37c78660-531a-404c-86f8-8cdde0c3d985
ch.swisstopo.vec200-building;fca926e5-99ee-4cc2-bec4-778a5f1ebda5
ch.swisstopo.vec200-hydrography;f22843ce-ee17-43b3-adc8-ad7015043984
ch.swisstopo.vec200-landcover;cfbd4793-4225-4743-942b-d9b97acfbfcc
ch.swisstopo.vec200-miscellaneous;2ba45ce9-b062-4792-95ba-9bbc8d840652
ch.swisstopo.vec200-miscellaneous-geodpoint;e93697f6-2c2a-4774-94ea-bb95d17aba6e
ch.swisstopo.vec200-names-namedlocation;4af350f6-2df1-4b5b-947f-6d65aea528f8
ch.swisstopo.vec200-transportation-oeffentliche-verkehr;dbcb87f1-3704-4eb6-8bd4-efed536bbf56
ch.swisstopo.vec200-transportation-strassennetz;2816b787-2508-42c8-8dec-094d68f5f094
ch.swisstopo.vec25-anlagen;67047f47-13d7-491a-bb7e-bb2c8016582d
ch.swisstopo.vec25-einzelobjekte;5fb1376e-554a-4bcc-9c1d-e0b9b39d7aaa
ch.swisstopo.vec25-gebaeude;112c4f0e-0755-44bb-bdb0-249e9c56f8bb
ch.swisstopo.vec25-gewaessernetz_referenz;0351bc2e-3cdc-4e8a-b422-0142e494e7b4
ch.swisstopo.vec25-heckenbaeume;664aacf5-91f8-43b1-a6b4-f01eca6cc082
ch.swisstopo.vec25-primaerflaechen;fb4c7281-bd58-4aae-b86a-3a73ba82e0aa
ch.swisstopo.verschiebungsvektoren-tsp1;b7630e06-7e06-4ab0-9ed5-9fd2e66b6433
ch.swisstopo.verschiebungsvektoren-tsp2;fcd80c13-8824-4c3b-835b-95172eb9e4e6
ch.swisstopo.wanderkarte25-zus_papier.metadata;a5024779-07a8-4773-8459-05b19253b6e1
ch.swisstopo.wanderkarte33_papier.metadata;8c9e8d34-63d5-4526-b030-67de7dc7448a
ch.swisstopo.wanderkarte50_papier.metadata;52a80350-0a23-487b-a164-8d5e7686336e
ch.vbs.armee-kriegsdenkmaeler;acc444ae-742f-4832-9dad-ec027f7b85b8
ch.vbs.armeelogistikcenter;ae538f59-74af-4ed4-999b-66cfb52c36de
ch.vbs.bundestankstellen-bebeco;7f8c99f2-7736-4fe6-8d69-0af201f01526
ch.vbs.grunddispositiv-zeus;6441b459-e9c6-41a7-b88d-5529c3b1d003
ch.vbs.kataster-belasteter-standorte-militaer;d56dc013-2659-4664-8829-7e097dfa4173
ch.vbs.logistikraeume-armeelogistikcenter;270a2032-d346-42c5-a657-9129186f1f08
ch.vbs.milairspacechart;7cc94b45-7104-4187-92ea-d1f9a1f838ba
ch.vbs.panzerverschiebungsrouten;b0478e7d-63df-4ff8-b90c-336a2b5176db
ch.vbs.patrouilledesglaciers-a_rennen;30c41be6-0f35-4caa-aeda-45f8705911fb
ch.vbs.patrouilledesglaciers-z_rennen;64d14c1a-25bb-4bf5-bad3-057823a334ef
ch.vbs.retablierungsstellen;e436f7aa-3d59-4f4e-8940-46d2b181a9b4
ch.vbs.sachplan-infrastruktur-militaer_anhoerung;4817187f-700e-4588-94d6-0873fd23febd
ch.vbs.sachplan-infrastruktur-militaer_kraft;5263bc47-8723-4c02-988a-4ae0d425099c
ch.vbs.schiessanzeigen;49b2cd7e-8513-4c8f-b3e6-ca8cd922b1cc
ch.vbs.sperr-gefahrenzonenkarte;ef594c48-dcc6-4e22-894d-db65873637a3
ch.vbs.territorialregionen;f1d7d608-74d7-46fc-a478-b4357409f34b
ch.vbs.waldschadenkarte;2ff2299e-55b5-4ec7-bb92-fbb06e7ee422
org.epsg.grid_2056;f1c937a2-0066-4476-ad9b-4b621261a6ec
org.epsg.grid_21781;e63b269a-d32f-41ac-90a5-e330b0951ce8
org.epsg.grid_4326;88c19d33-d5e3-4ea7-ab98-c44fbda6cf0f
